Column1;Column2
"192,""mulkosilmähän oli oikein varsin erityisesti eurooppalaisille suunniteltu, varmaankin ihan vittuillessaan tehneet euroille tuollaisen rumiluksen kun muualla maailmassa saman sukupolven Corolla oli ihan siistin ja asiallisen näköinen auto."",0,1";
"193,""Onko Jeesus Jumala?  ?? ???? ?? ? ????? ??? ? ????? ?? ???? ??? ???? ??? ???? ?? ? ?????  En: jossakin, eng. in arkhee: alussa een: oli ho: nominatiivi Logos: Sana kai: ja pros: kanssa, luona, tykönä, ton: akkusatiivi Theon: Jumala  Jakeen lopussa Theos toimii predikatiivina, eli se kuvaa subjektin (tekijää ilmaiseva) eli logosin substanssia (olemusta). Predikatiivi määrittää subjektin olemuksen. Esim: Kalle on mies (substanttiivi) Kalle on väsynyt (adjektiivi)  Eli siis mitä Jumala on sitä myös Logos (Sana). Artikkelin puuttuminen sanan Theos(Jumala) edestäkorostaa ettei Logos ja Theos ole identtisiä. Eli Jumala on aina Sana, mutta sana ei ole aina Jumala.  Jeesus Kristus oli tosi Jumala (1. Joh. 5:20)."",0,0";
"194,""Onhan miehelläkin ruumiinosa nimeltä rinta, johon syöpäkasvain voi pesiytyä. Mutta mites asetut taloksi naisen eturauhaseen??  Katukuvan pissikset ovat erittäin tärkeä tasa-arvoaskel. Pojathan ovat kautta aikojen kuseskelleet pientareille, joten tyttöjen oli korkea aika tehdä seuraa. Tosin pissis-nimitys on toistaiseksi sukupuolisesti erotteleva, mutta käsite neutraloituu nopeasti kuin virtsa kesäsateessa."",0,0";
195,fetissini kakka jutuista menee seuraavasti: 1) aku ankka tai vastaava julkaisu mukaan 2) weskiin ja ovi lukkoon varmistus et olet varmasti yksin 3) kansi ylös housut alas 4) istun pöntölle ilman housuja 5) annan tulla kaiken mitä on suolesta tarjolla pönttöön kulutan aikaa mielellään akkaria lukien. 6) pyyhin perseen WC paperiin kun kaikki on tullut 7) lähden huitsin vittuun paskalle haisevasta kopista.  luulen että monilla on saman suuntaisia fetissejä kakka jutuista,0,1;
"196,""Vittu minkä teki. Perse repes ja melkein tukehduin, oli niin paksua puuroa. Vaan olihan siinä puolensa. Alistuminen kiihotti."",0,1";
197,sä sitten laitat tollasia keskustelun aloituksia? Mitä V***n väliä on jos joskus v. --- joku oliskin painan vaikka 600kg.,0,1;
"198,""Nistit on sellaista pohjasakkaa jotka joutaisi maan alle ja nopeasti. Parhaita uutisia on kun maahan on tullut jotain epäpuhdasta tai tosi vahvaa huumetta ja narkit kupsahtelee övereihin. Juopotkin sais kuolla nopeammin, viina tappaa valitettavan hitaasti. Holisteilta ja nisteiltä kaikki tuet pois niin talvi korjaa nämä surkimukset pois kunnon ihmisten silmistä."",1,1";
"199,""Urpilaisen metsärosvot  Urpilainen viittasi demarijohdon olevan metsärosvoja (Robin Hood & co). Niinhän ne melkein onkin. Oppositiota voi verrata metsään jossa nämä metsärosvot piileskelivät. Tekivät sieltä iskuja järjestäytynyttä yhteiskuntaa vastaan samalla tavoin kuin demarijohto nyt heittelee ruikutuksiaan oppositiosta. Mitään järkeä ei ruikutuksessa tarvi olla niin kuin ei yleensäkään kun demari on esittäjänä. Demarilla vaatimustason pitää aina olla matalampi niin kuin virkoihin ja suojatyöpaikkoihinkin. Nehän vois muuten jäädä työttömäksi tai ilman koulutuspaikkaa.  Pitäisi vain muistaa Urpilaisen ensin ottaa asioista selvää, ennen kuin vertaa itseänsä metsärosvoihin. Robin Hood ja muut metsärosvot kyllä varastivat rikkailta, mutta eivät he köyhillekään sitä jakaneet. Lainasivat pirunmoista korkoa vastaan niin kuin koronkiskurit yleensäkin.  Mutta hei. Sehän sopii hyvin kuvaan sillä demarithan polkee pienituloisia, köyhiä ja työttömiä jalkoihinsa niin kuin ei mitään. Mutta ei haittaa. Joku tyhmä näistäkin voi taas ensi vaaleissa erehtyä antamaan äänensä tälle rosvoporukalle."",1,1";
200,Oletko koskaan ollut miesten kanssa? Oletko saanut koskaan kullia pilluusi? Tykkäätkö vain naisista ja miksi? Eihän pillua voi työntää pilluun vai voiko? Minkälaisista naisista sitten pidät ja miksi?,1,1;
"201,""Herääkin kysymys että jos ihminen on erikseen luotu Jumalan kuvaksi,niin miksi tästä ei näy mitään merkkejä fyysisessä olemuksessa?  Ei näy? Mitäs oot tänään oikein ottanu?"",0,0";
"202,""Normaali tapaus vuosien varrelta:  """"Onko suomenruotsalaiset NÄIN TYHMIÄ?""""  Jos palomies ei tule sanomaan tulipalon uhatessa, komma pois nu, ruotsiksi niin suomenruotsalaiset eivät osaa poistua palavasta talostakaan?  (Vrt. kun poliisi puhui möykkääville nuorille vain suomea ja nämö vaativat saman ruotsiksi)  Kommentit:  valitettava tosiasia tämä on, pisatuloksissa kävi ilmi että hurrit ovat lähes yhtä typeriä kuin afrikkalaiset. kun taas suomalaiset ovat maailman parhaita.  Kyllä ovat. Suomenruotsalaisella logiikalla 5% vähemmistön ei tarvitse osata maan pääkieltä, mutta loppujen 95 prosentin pitää kyllä osata ruotsia.  Suomenruotsalainen menee ihan hämilleen kun näkee poliisiauton, jossa lukee """"POLIISI"""". Pitkään miettii ja ihmettelee, että mikä kumma tuo oikein on. Sitten keksii kiertää auton toiselle puolella ja tajuaa, että ahaa, sehän onkin """"POLIS"""" !!!"",1,0";
203,kaikenlaiset moottoripyöräjengiläiset voisi suksia maailmasta v ittuun! täysin pelleä sakkia muutenkin.,1,1;
204,Muslimien status: 1.mies 2.kameli 3.nainen  Kulttuurissä erityisen hyvää: 1.kunniamurhat 2.Fatwa 3.tyttöjen ympärileikkausrituaali  Koraani: KUOLEMA VÄÄRÄUSKOISILLE!  Repikää siittä.,1,1;
"205,""Totta, jyystärikaverini pani 40 vuotiaana 18v läskiä kerran ja sanoi, että maha piti nostaa pillun päältä ylös, no onneksi hän vahvana bodarina jaksaa isoakin läskimahaa pitää ylhäällä panon aikana. Nainen toki rakastui komeaan vahnempaan mieheen ja olisi halunnut parisuhteeen."",1,1";
"206,""Päivi Räsänen on äärimmäisen  takapajuinen ihminen.Antaa homojen olla homoja.Alkion kehityksessä muutoksia kromosomeissa saaneita ihmisiä ei tarvitsisi uskonnon perusteella syrjiä. Nainen on luovan ajattelun menettänyt ja uskomuksensa aivopesemä rasisti. Erittäin julmaa kirjoitella kirjoja aiheesta ja tuomita pientä ihmisvähemmistöä omien harhaisten uskomusten perusteella. Tämä lyhyt ja pieni elämä on myös oltava onnellinen niille jotka ovat erinlaisia valtavirrasta ja syntyneet sellaiseksi kun ovat.  Ja maailma on täynnä tutkimustietoa siitä että homous ei ole opittu tapa vaan jo alkiossa tapahtuneita muutoksia.Yhdysvalloissa aikoinaan tehtiin karmeita ihmiskokeita sähköllä ja kaikella mahdollisilla keinoilla jotta """"mielenhäiriö"""" saataisiin korjattua. Eikö nämäkään tosiasiat yhtään liikuta mitään ajatuksia lääkäri Räsäsen ajatusmaailmassa. Taas nähdään tässä uskomusten valtava joukkovoima jotka tekevät ihmisistä aivokuolleita ja omaan ajatteluun kykenemättömiä ."",0,1";
"207,""Oot kyllä uskomattoman sekaisin oleva uskovainen. Itse ainakin tykkään kokeneista naisista enkä mistään neitsyistä. Ja niistä hiljaisista hissukka-kaunottarista saa kyllä kuorittua esiin todellisia narttuja 8) - jokainen nainen kun tykkää syvästi seksistä, kunhan uskaltaa heittäytyä. Katsos kun rakastavia naisia löytyy ihan niistä kokeneistakin. Ihanan itsevarmoja naisia, eikä mitään miesten alistamia uskovaisia.  Nauti sinäkin elämästäsi!"",1,1";
208,Pääsääntöisesti pihakyttäjäKYYLÄT punikkeja TOLLAAJIA! typeryksiä!,1,1;
209,Noita lutkia tuntuu riittävän kyllä joka paikassa.,1,1;
210,Vitun vanhan liiton vanhukset. MIKS PITÄÄ PÄÄTÄ SEKOTTAA MUILLA AINEILLA EIKÖ SE VIINA RIITÄ :D  Vittu mikä myötähäpee jos joku alkaa puhumaan tuosta asiasta.  Kannabis haisee hyvälle. Ja maistuu paremmalle,1,1;
211,Porin liivijengit  http://www.iltalehti.fi/uutiset/2012021815224206_uu.shtml?fb_ref=fre  Onko porissa jo paljon näitä jengejä? Täältähän syrjäytyneitä nuoria miehiä löytyy paljon. Tuollaiseen jengiin liittyy juuri niitä raukkoja jotka ovat teini-iässä joutuneet mustan miehen persraiskaamiksi ja nyt kääntyvät järjestäytyneeseen rikollisuuteen koska eivät uskalla lähestyä naisia sillä raiskaus teki homoksi.,1,1;
"212,""Muuta sinä muualle,aikaa on viikko.Kaltaisiasi natsinilkkejä ei Suomessa kaivata."",1,1";
213,osta saksalainen ni ei ruostu,0,0;
214,soot homo,1,1;
"215,""Kumpaakin! Ruuassa on niin paljon säilöntäaineita nykyään ja se vetää testosteronitason alas nykypäivän miehillä. Tukka ei millään kasva, äänikin niillä on kimeä ja heikko on lihaskunto. Katsos joskus kun mustamaija tulee sua vastaan liikenteessä, ratissa istuu yleensä huonoryhtinen pulipää! Sitten on se muotiasia!! On makeeta näiden kaljujen mielestä näyttää kuin joltain kaltoinkohdetulta punavangilta Suomen sisällissodasta. Tämä on mun selitys asialle!"",1,1";
"216,""Ehkäpä 5% syntyy homoina, varmaa tietoa prosenttimääårästä ei ole."",0,0";
"217,""menee näin";"kun suomalainen nainen menee nussituttamaan itseään tunisiaan,turkkiin tai minnelie kyseessä on lomaromanssi.  Suomalainen mies kun saa ulkomaalaista naista ja mainitsee sen täällä hän on likainen seksituristi.  Näin täällä."",0,1"
"218,""Tuo on aivan normaalia jossain päin maapalloa, muistan joskus nähneeni ohjelman jossa Andeilla (siis se vuoristo etelä-amerikassa) kasvatetaan marsuja ruuaksi.. Me syödään täällä lehmää, mikä on jossain maassa jopa pyhä eläin. Ja jossain maassa syödään koiria.. näin se vaan on.  Eihän tuo marsujen syöminen kivaa minunkaan mielestä ole...."",0,0";
219,Minkä takia ennenkään olisi pitänyt hävetä olla suomalainen? Vitun huonon itsetunnon omaava pölkkypää mene uittamaan pientä kikkeliäsi akkuhapossa.,1,1;
"220,""Se on kuin suomalainen duunari joka lyö puukon SYVÄLLE SELKÄÄN . Näitä suomipoikia palautettiin vielä 50- ja 60-luvulla NL:oon kun saatiin kiinni , kun joku suomalainen oli ensin ilmiantanut . Puna-valpo toimi siiloin ja lopetti kun NL kaatui ."",0,1";
221,Oulun on pilanneet lestat ja muut selkiinpuukottajat!,1,1;
"222,""Kyllä jaksaa yks persu vouhottaa!,"",0,1";
223,polvistuuko suldaan said ahmed  valkoihoisen suomalaisen muiston kunniaksi joka tapettiin kaivopuistossa? Teon motiivi oli rasistinen valkoisia kohtaan siitä syystä tuomio tulee antaa kovennettuna.,0,0;
"224,""Vitun mopoja tuovat tänne suomeen, amerikkaan vievät kaikki teho pakkaukset!"",1,1";
"225,""Ehkä, jos häneen tutustuisi. Äly, huumorintaju, fiksuus jne tekee vaikutuksen myös. Myönnän kuitenkin, että jos hän haisisi hieltä, pierulta ja hampaat löyhkäisivät, niin sitten en."",0,0";
226,NATASSJA KINSKI 1980-LUVULLA..ON NYKYÄÄNKI HOT,0,1;
227,..suomalaiset köyhät saivat sodanjälkeen ruokapaketteja usa:sta...pirullista porukkaa... muuten annoitteko new Yorleansin uhreille yhtään mitään?....,0,1;
"228,""Hintti hilluu, kun ei saa pilluu, taitaa olla homoo, tai muuten latvassa lahoo! Hintithän käteen vetää, kun ei pääse muuten kokeileen ketää!"",1,1";
"229,""Suomen muslimeita vituttaa armottomasti amerikkalaisten sotakoneiden tulo Suomeen. He vihaavat kuitenkin niin paljon amerikkalaisia. En ihmettelisi, vaikka yrittäisivät terroritekoja amerikkalaisia vastaan."",1,1";
"230,""Allapäin on uusi nimitys siis entiselle """"päälläpäin"""" oleilijalle. Polkupyöräksi kutsuttiin ennenaikaan semmoisia jotka jakelivat kuin sanomalehtiä... me ollaan sankareita kaikki kunhan vaan silmiin katsotaan, nääs... ehhheh! Allahpäin on uusi musta!"",1,0";
"231,""mä itse pidän pikkusista möhömahoista...naurakaa vaan mut mun mielestä ne on söpöjä pojilla,en tarkota mitään läski röllykkää mut semmonen pieni...ja sit sellaset housut että jotenki tietää et niitten alla piilee hyvä pylly...hih.."",0,1";
"232,""Varaktori on oikeassa ainakin siinä, että tuota homotrollia ei kannata syöttää. Jättäkää haiseva paskaläjä huomioimatta, niin eiköhän tuo jossain vaiheessa kyllästy itsensä kanssa keskustelemaan."",1,1";
"233,""Ja kun homma kusee kintuillenne, Siperian mammutit ovat hoaxia. Hekoheko teitä."",0,1";
"234,""Seksilelu eli supermalli joka maksaa laskut ja hoitaa kaikki asiat """"ToyGirl"""".  Jota voi määrätä tekemään kaikki työt jne.... seksilelu sellainen, paitsi että sen seksilelun pitäisi itse maksaa vielä kaikki laskutkin ja sun muut kustannukset omistaan."",0,0";
"235,""Tuohan kertoo vain siitä, että korkean ÄO:n ihmiset suhtautuvat maahanmuuttoon ja pakolaisiin positiivisemmin kuin matalan ÄO:n perussuomalaisia äänestävät mielenterveysongelmaiset ja muu rupusakki. Mamu- ja pakolaisvastaisuus kertookin ihmisen tyhmyydestä."",0,1";
"236,""Sinänsä mainiota että suomi rämpi 1992 ihan suossa koko naa , mutta oli kuitenkin varaa ostella hornetit.......nyt samat laulut , joku vitun hetemäki pyytää säästämään miljardin 2 , ainakin seuraavaan 4 vuoteen ja taas riittää kuitenkin peltiputkiin 10 miljardia , tu kun teitä pidetään pöhköinä , isot pojat pitää yllä tätä sota shouta , jotta näitä kiimaputkia hankitaan suu kuolassa ( us / venäjä) juuri nyt samat kumppanit lisänny vettä myllyyn kun ilmoittivat että ohjuksi tehdään lisää , ja 3 taulapää pelottelee pelkureita iranissa , äijällä pelkkiä pahvirullia joissa , muoviämpäri kanuunana, no lottokansa saa uskoa tähänkin tarinaan. Seuraavan hallituksen kädet sidottu jo kättelyssä 4 vuodeksi kun valtiovallan hahmot käskee säästämään miljardeja , aivan sama kun valittais 150 keilapalloa tonne 2024 asti."",0,1";
"237,""vain idiootti käyttää turkkia.Ennen turkki lämmitti,nykyaikana siihen ei ole tarvetta.Turkki ei takaa tyyliä.Ja köyhät ne turkeilla leveilee kun ei ole varaa ostaa joka vuosi uutta kunnon talvitakkia."",0,1";
238,Missä miehet ratsastaa siellä lampaat ei voi laiduntaa. HYVÄ POJAT NÄYTTÄKÄÄ NIILLE MISTÄ SUOMALSISET ON TEHTY!!!!!!!!!!,0,0;
"239,""fuckifuu on raivossaan jotenkin säälittävä. Hän tarjoaa tuomiota maanpetoksesta tai peräti kuolemantuomiota kristityille. Todellisuus on ajat sitten karannut fuckifuulta. Mutta minkäs sille sitten voi, jos viha sumentaa järjen."",0,1";
"240,""Kantasuomalaisten rikoksista on myös uutisoitava, että rasistivähäpojatkin tietää missä mennään!"",0,1";
"241,""Enkö arvannutkin? Nyt päästiin viidesläisyyteen ja """"vapaisiin"""" suuntiin. Nämä piirithän ovat aiheuttaneet homoille suuria mielenterveydellisiä ongelmia. Tiedän muutaman jopa tehneen kyseisissä piireissä itsemurhan. Sydämetöntä toimintaa näiltä uskovilta."",0,0";
"242,""Karvanen kurdi ja himokas hindu sen olla pitää! ei tavallinen suomalainen mies ole mitään,kun muhamettilainen partainen ja joka puolelta karvanen rättipää vetää puoli metrisellä aisalla viikon väsymättä persiiseen."",1,1";
243,Puhu omasta puolestas kaappihomo,1,1;
"244,""Hirtä itsesi, sinä kastematoakin alhaisempi ja hyödöttömämpi ali-ihminen!"",1,1";
"245,""Afrikasta tulleet somalianot, ugandot ym. kansallisuudet, ihan nuoret 12...20 vuotiaat tytötkin haisevat kammottavalta kaupan kassajonossa. Suitsukkeen ja hien tunkkainen haju kantaa useiden metrien päähän.  Tuollaisten murrosikäisten, pariutumisikään tulevien luulisi olevan hygieniastaan ja hajuistaan hyvinkin tarkkoja. Mutta ei koske Afrikasta ja Lähi-Idästä tulleita, niille haisulihomma tuntuu olevan normaalia olotilaa.  Ei tosiaan ole noissa porukoissa jatkuvasti viihtyvillä Rasmus-ryhmäläisillä ja vasemmisto-anarkisteilla minkäänmoista sijaa arvostella muiden ryhmien haisuja.  Heidän omat afrikkalaiset ja islamilaiset tuettavansa omana ryhmänään haisee kaikissa mielenosoituksissa aina kaikkein pahimmalta ja tunkkaisimmalta, ja eniten ulosteen hajulta."",1,1";
"246,""MAKSAMIANI VEROJA EI KÄYTETÄ HOMOJEN TOIMINTAAN.  Jos käytetään, se on RIKOS minua kohtaan."",1,1";
"247,""Ehkä voisit """"TotuusAsiasta"""" hypätä kaapistasi ulos ja luopua homofobiastasi. Katsopa peiliin. Suhtaudut homoseksuaalisuuteen kuin johonkin tautiin. Et varmaan ymmärrä, että kun paikka saa meidän homojen keskuudessa suosion, niin on vain lisää maksavia asiakkaita. Mikä on tuo käänteinen psykologiasi? Koetko homotteluna, kun sanon itse olevani sellainen? Tulepa joskus käymään Koskikapikissa ja huomaat, että me homoseksuaalit olemme aivan tavallisia ihmisiä. Juuri sinunlaiset homofobiaa potevat pilaavat näiden baarien maineen ja onhan täällä sanottu, että meillä toinenkin baari vanhemmille homoille eli Pisto (mitä hieman epäilen koska tunnen Rovaniemen homopiirit). Mene käymään vaikka Pistossa ensin, jos homous pelottaa sinussa. Tervetuloa 2000-luvulle!"",0,1";
248,Rasisti,0,0;
"249,""israelilainen urheus  Aika naurettavaa tuo Israelin """"urhojen"""" pelehtiminen. Pullapojat kituuttaa satoja viattomia palestiinalaisia siviilejä, naisia ja lapsia, kurjissa oloissa vankiloissa, samalla kun vaativat yhtä ainoaa sotavankia takaisin käyttäen kollektiivistä kiristystä viattomaan kansanosaan.  Paineet hallitusta kohtaan ovat Israelissa varmasti kovat, kun yksi sotilasrukka ei ole saapunut äidin hellan ääreen kosheria maistelemaan. Ei muuta kuin ampumaan USAn toimittamilla tykeillä naisia ja lapsia riekaleiksi paksun betonimuurin takaa. Samalla raukkamaiset lastenmurhaajat muistuttavat, että sotilaan vahingoittaminen tietäisi taivaan tippumista niskaan. Ilmeisesti tämäkin tapahtuisi israelilaisen """"sankarillisesti"""" tuhoamalla """"vihollinen"""" (siis naiset ja lapset) risteilyohjuksin, ilman, että sotilaalta katkeaisi kynttäkään.  On ihan oikein, että saavat maistaa sitä päivittäistä huolta ja tuskaa, jota ovat jo kymmenien vuosien ajan tuottaneet palestiinalaisille äideille. Valitettavasti tämä sotilasparasta koettu tuska on vain murto-osa siitä. Juutalainen """"urheus"""" saa tässä kyllä antaisemansa leiman, jälleen."",1,1";
"250,""Irakilaisia, afgaaneja, somaleja ja muita törkeitä maahantunkeutujia ei Suomen kansalaisiksi hyväksytä, vaikka saisivat mitä papereita! PERKELEEN PASKA OHISALO ja muut MAMUTTAJAIDIOOTIT!!!!! Nyt tämä menee liian pitkälle. AIVOSAIRAAT KANSANPETTURIMINISTERIT ULOS JA ELINKAUTISEEN!!!"",1,1";
"251,""KYLLÄ GNLD ON PYRAMIDI HOMMELIA ,ELI PYRAMIDI HUIJAUSTA.HYVIN OOTT ONNISTUNU IHMISIÄ LYPSÄMÄÄN VAI OLIKO SE HUIJAAMAAN .VOIHAN SE OLLA LAILLISTA MUTTA ENEMPI SE ON HARMAATA TALOUTTA TUO GNLD PELLEILY SÄÄLITTÄVÄ ESITYS EI MUUTA VAI TYPERÄ KESKUSTELU SUURIN OSA ON ASIAA ESIM P 51 MUSTANG PUHUU ASIAA SAMOIN TUNTEMATON SOTILAS JOTTA,,,"",0,1";
252,homot 172cm ja huterot 171mm,0,1;
253,Venäjällä ei ole vetovoimaa.  Kriminaali on hylkiö.,0,0;
"254,""muuta sairaalta mielikuvitukseen perustavalta uskonnontapaiselta voi odottaa? Sodanjulistus piirroshahmolle on samaa surkuhupaisaa tubaa, mitä muslimit esittivät naurettavassa muhamed kohussa! Täytyypä tilata Aku Ankka tälle mullahille!"",1,1";
"255,""Homo on peruskouluikäisten viljelemä haukkumanimi...""""  Ai toisin kuin """"Ääliö""""?  """"Paljon enemmän suomalaisia"""" kannattaa kaikenlaista kivaa ja mukavaa, jota ei tarvitse toteuttaa käytännössä.  Paskantärkeä."",0,1";
"256,""Te naiset vaan ruinaatte niiltä munaa, jotka inhoaa teitä ettekä huomioi yhtää meitä jotka tehdään kaikkemme hyvinvointinne eteen. Mikä teitä naisia vaivaa? Pillua kuulus tulla tänne suuntaan ei siihen joka teitä ei nais ees pakosta."",1,1";
"257,""Hienoa sitten kun """"arvojohtaja"""" on homoseksualismiin sairastunut ihminen"",1,1";
258,Reinfeldt on varmaan hinttari,1,1;
259,Homoja on parannettu kautta aikojen leikkaamalla pallit pois. Homoista tulee tällöin lempeitä eunukkeja vailla seksuaalisia himoja. Homon tyypillinen naismainen ääni kohoaa vieläkin korkeammaksi kimitykseksi.,1,0;
260,ruokasi olkoon lääkkeesi ja lääkesi ruokasi lausui vanha itsetyydyttäjä kreikassa kerran eli komppaan puolukka ja karpalomehua kun vitsa pysyy happamena loppuu oireet ja paranet mutta älä tunge jalkoväiisi enää mitää isohkoa kun ajokoiraa tms,0,0;
"261,""Samassa huoneessa eri ajan?  Onko kenelläkään kokemusta, miten matkatoimistot suhtautuu sellaiseen ehdotukseen, että samassa huoneistossa/hotellihuoneessa olisi 3 henkilöä, joista 1 olisi vain viikon ja 2 henkilöä kaksi viikkoa? Tarkoitus tietenkin kysyä suoraan matkatoimistoilta, mutta kokemuksia kuulisin mielelläni."",0,0";
"262,""Helvetin kaunis, kaunis, ihan nätti, ok, ei kovin nätti, aika ruma, ruma, helvetin ruma  Nuo ovat tasoa helvetin ruma. Eli ei kaikki rumat ole yhtä rumia.  Totta kyllä, että monesti sanotaan rumaksi, vaikka oikeasti tarkoittaa, että ei ole nätti."",0,1";
"263,""Tyhmiä kirjoituksia maailmalla  """"Hei suomalaiset! Lordi kuitenkin voitti Ateenassa, hän viittaa Lordin vuoden 2006 euroviisuvoittoon Kreikassa.  Costas Amiridis muistuttaa, että Kreikka antoi Suomelle täydet 12 pistettä Ateenassa. Samoilla linjoilla on Kis Chr.  - Kun me annoimme Lordille 12 pistettä Ateenassa, olimmeko silloin hyviä ihmisiä vai pummeja? hän kyselee""""  No, luvataan antaa Kreikalle 12 pistettä jo seuraavana vuonna. Ei se maksa miljardia:)"",0,1";
"264,""Kuule, jos joku homo koskee takapuoleen, niin vaikka on täysin ilman rikosrekisteriä, niin armoa ei tunneta ja se homo ei enää koske terveiden pyllyyn. Pahempaa ei voi tulla elämässä vastaan kuin joutuu homon hyväksikäyttämäksi. Ettekö ymmärrä miltä te tunnutte terveestä miehestä??? Sitten kun tartutatte ne taudit verisistä pyllyistä."",1,1";
265,Hussein al Taee ja Saddam Hussein ne jutteli hakren kesken...,0,0;
"266,""Mitenkä tämä Persuihin liittyy hhe,Somalit tulivat tänne kolmekymmnetä vuotta sitten pilaamaan masemia eikös näistä ole nämä Vihervasurit vastuussa tehän heitä hyysäätte."",1,1";
267,Olen myös sitä mieltä että stondis on ääliö ja se on järkyttävää ja raivostuttavaa että sinut raiskattu 10-vuotiaana. mutta en pidä tuosta miestenvihaaja-nimimerkistä koska syyllistät tavallaan kaikkia miehiä ja suurin osa miehistä ei edes ole raiskaajia.,0,1;
268,Atte Kaleva on mies paikallaan.  Vastenmielisiä ovat meillä ja muualla pedofiilisika Muhammedia palvovat muslimikoirat ja elukat. Tässä musupaskoja piereskelemässä kohta Mekkaa: http://4.bp.blogspot/REDACTED/n-moscow.jpg,1,1;
"269,""Vaikuttaa siltä, että suurin osa minua koskevista juoruista on valhetta. Alkuperäisiä puheitani on vääristelty niin paljon, että ne ovat alkaneet tarkoittaa aivan eri asiaa, kuin mitä aluksi yritin sanoa."",0,0";
"270,""Turhia lupauksia. Eipä tuo ole eväänsä räväyttänyt, ei isä ei poika minkään hyvän eteen."",0,1";
271,KUKAAN EI OLE HYÖKKÄÄMÄSSÄ VENÄJÄLLE!  KUKAAN AINAKAAN SUOMESTA ei halua/himoitse sotaa!  Toisin sanoen ei kukaan muu kuin Venäjän Tiltu!  Ja kun ei suomalaisia asia kiinnosta niin joutunee Tiltu-parka höökimään Venäjälle yksinään!,0,1;
272,Miksi sinne?,0,0;
"273,""Ja näin siinä  Aijemmin jo totesin jossakin viestiketjussa, että sukupuolen korjaukselle pitää olla äärettömän huono aika kun Halonen pitää omaa julkisuuttaan. Mahtokohan SETA muistaa kuinka transihminen saattaa pitää itseänsä hyvinkin outona jopa syntymäsukupuolessaan ja sen ahdistuksen ja kärsimyksen, jonka asia tuo tullessaan. SETA kertoo miten he ovat jopa hävittäneet ihmisiä. Ei varmastikkaan kovinkaan kummoinen asia hävitä jos nimi, sukupuoli aasuinpaikka vaihtuu. Olenko minä tai joku muu jättänyt Haloselle ilmoituksen, että juuri minua saa """"raiskata""""? Pysytelkää hyvät ystävät homojen ja lesbojen hyysääjinä ja jättäkää meidät rauhaan."",1,1";
274,joo hyva yleistaaa tollasia juttuja turkkilaisista! mun aiti on ihan poliiisi laitoksella toissa ja eikohan ne oo muutki jotka niita raiskauksia tekkee ku pelkat turkkilaiset taalla jkl:ssa...??? eikohan sielta listoilta loydy muutama pahempikin tapaus ihan suomalaisen aikaann saannoksena! arsyttaa tollanen rasismi! ja turkki on ihan ok loma paikka ei siella tarvii pelata pitaa vaan olla jarkee paassa eika ihan kannissa.,0,0;
275,siitäs saitte muka rokkarit rasistiääliöt!!! hahhahhahaaaaaa!!! lippu hihaan vaan...,1,1;
"276,""Vanhuksen tai ei kiihottuneen naisen pillu voi olla kovin ei limainen ja jos sen pesee ennen panoa, ei pahaltakaan haise."",0,1";
"277,""Kannatusluvut Arja 24x3v?  Suo nyt anteeksi Arja, mutta nuo mielipiteesi kertovat kyllä paljon kypsyneemmästä iästä.  Äärioikeistolaisuus ei ole synti, mutta kirjoituksesi kertovat huonosta häviäjätyypistä. Lisäksi musta on surkeaa, että naisnimimerkillä räävitään historiamme ensimmäistä naispressaa. Olisko muovinukke pula-aho ollut paree?"",0,1";
278,Molli-Jortsukka on kyllä jo varsin täysi-ikäinen mies.. Tiedän. Mikäs ihme hinttero ite oot? Miriam miellyttää ja sillee..,1,1;
"279,""Itse olen huomannut, että nuhjuisillakin keleillä ajetaan kauempaakin kiinni takapuskuriin ja sitten aletaan pesemään tuulilasia. Miellyttääkö röppöleikit vai mikä siinä roiskeessa ajossa kiehtoo? Kerran eräs autoilija ohitti minut, että pääsi roska-auton imuun. Liekö saanut parempia aromeja itselleen?"",0,0";
"280,""Faktat puhuvat myös nuoren ihmiskunnan puolesta.  Faktat ovat asioita. Asiat eivät puhu. Olet yhtä tyhmä kuin ateisti-nihilistiset evolutionistit, eli et ymmärrä edes omia typeriä sepustuksiasi."",1,1";
281,Ylehän palkaa hyvinkin mielellään suklaanappisilmäisiä sieluttomia saatananpalvojia maahantunkeutumisagendaansa mainostamaan...,1,1;
"282,""Kaikkien eduskuntapuolueiden.  Huomaavatko ihmiset edes, että suurin osa noista länsimaiden (Suomi mukaan luettuna) tuhansista miljardeista dollareista menee pääasiassa pörssiyhtiöille.  Ts. pörssiromahdusta ja BKT:n supistumista estetään niin, että valtiot ja keskuspankit """"tekevät"""" uutta rahaa, joka jaetaan pääasiassa pörssiyhtiöiden hyväksi (eli pörssiosakkeiden omistajien varallisuuteen).  Mitä enemmän omistaa suuryritysten osakkeita, sen enemmän saa """"koronakriisin varjolla"""" valtion jakamaa varallisuutta itselleen."",0,0";
"283,""Kyllähän siitä keskustellaan jatkuvasti. Olet vain suvakkiakka joka haluaa mustaa perseeseen ja eritoten tyhmä jos et vastusta maahanmuuttoa. Koita siinä keskustella rakentavasti.  PS. Ruotsiin lähti toisessa maailmansodassa 70 000 suomalaista. Jos Ruotsi olisi käyttäytynyt kuin Suomi, niin ei näitä heidän entisiä huonogeenisiä orjia koskaan olisi otettu heidän maahan."",1,1";
